1/a,f(a),a,E = -1/3a^3,T=(6a^5)^1/2f(a),T1np/T2,T2np/T2,T3np/T2,T4np/T2,T5np/T2,T6np/T2,T7np/T2,T9np/T2,T11np/T2,T13np/T2,T15np/T2,T19np/T2,T27np/T2,T31np/T2,T39np/T2,T47np/T2,T55np/T2,T63np/T2,T79np/T2,T111np/T2,T157np/T2,T997np/T2,T2 = ,3.091140557
0.99130,0.10739,1.00878,-0.3247088040,0.2689,0.0870,0.1740,0.2609,0.3479,0.4349,0.5219,0.6088,0.7828,0.9568,1.1307,1.3047,1.6526,2.3484,2.6963,3.3922,4.0880,4.7838,5.4796,6.8713,9.6546,13.6556,86.7173,,
0.99140,0.10678,1.00867,-0.3248070810,0.2673,0.0865,0.1729,0.2594,0.3458,0.4323,0.5187,0.6052,0.7781,0.9510,1.1240,1.2969,1.6427,2.3344,2.6802,3.3719,4.0635,4.7552,5.4469,6.8302,9.5968,13.5739,86.1987,,
0.99150,0.10616,1.00857,-0.3249053790,0.2656,0.0859,0.1719,0.2578,0.3437,0.4297,0.5156,0.6015,0.7734,0.9453,1.1172,1.2890,1.6328,2.3202,2.6640,3.3515,4.0389,4.7264,5.4139,6.7889,9.5388,13.4918,85.6773,,
0.99160,0.10553,1.00847,-0.3250036960,0.2640,0.0854,0.1708,0.2562,0.3416,0.4270,0.5125,0.5979,0.7687,0.9395,1.1103,1.2811,1.6228,2.3061,2.6477,3.3310,4.0142,4.6975,5.3808,6.7473,9.4804,13.4093,85.1532,,
0.99170,0.10491,1.00837,-0.3251020330,0.2624,0.0849,0.1698,0.2546,0.3395,0.4244,0.5093,0.5942,0.7639,0.9337,1.1035,1.2732,1.6127,2.2918,2.6313,3.3104,3.9894,4.6685,5.3475,6.7056,9.4218,13.3263,84.6263,,
0.99180,0.10428,1.00827,-0.3252003900,0.2607,0.0843,0.1687,0.2530,0.3374,0.4217,0.5061,0.5904,0.7591,0.9278,1.0965,1.2652,1.6026,2.2774,2.6148,3.2896,3.9644,4.6392,5.3140,6.6636,9.3628,13.2429,84.0966,,
0.99190,0.10364,1.00817,-0.3252987660,0.2591,0.0838,0.1676,0.2514,0.3353,0.4191,0.5029,0.5867,0.7543,0.9220,1.0896,1.2572,1.5925,2.2630,2.5983,3.2688,3.9393,4.6098,5.2804,6.6214,9.3035,13.1590,83.5640,,
0.99200,0.10300,1.00806,-0.3253971630,0.2574,0.0833,0.1666,0.2498,0.3331,0.4164,0.4997,0.5829,0.7495,0.9161,1.0826,1.2492,1.5823,2.2485,2.5816,3.2479,3.9141,4.5803,5.2465,6.5790,9.2439,13.0747,83.0284,,
0.99210,0.10236,1.00796,-0.3254955790,0.2558,0.0827,0.1655,0.2482,0.3310,0.4137,0.4964,0.5792,0.7446,0.9101,1.0756,1.2411,1.5720,2.2339,2.5649,3.2268,3.8887,4.5506,5.2125,6.5363,9.1839,12.9899,82.4898,,
0.99220,0.10172,1.00786,-0.3255940150,0.2541,0.0822,0.1644,0.2466,0.3288,0.4110,0.4932,0.5754,0.7398,0.9041,1.0685,1.2329,1.5617,2.2193,2.5480,3.2056,3.8632,4.5207,5.1783,6.4934,9.1236,12.9046,81.9481,,
0.99230,0.10106,1.00776,-0.3256924710,0.2524,0.0816,0.1633,0.2449,0.3266,0.4082,0.4899,0.5715,0.7348,0.8981,1.0614,1.2247,1.5513,2.2045,2.5311,3.1843,3.8375,4.4907,5.1438,6.4502,9.0630,12.8188,81.4034,,
0.99240,0.10041,1.00766,-0.3257909470,0.2507,0.0811,0.1622,0.2433,0.3244,0.4055,0.4866,0.5677,0.7299,0.8921,1.0543,1.2165,1.5409,2.1897,2.5141,3.1628,3.8116,4.4604,5.1092,6.4068,9.0020,12.7325,80.8554,,
0.99250,0.09975,1.00756,-0.3258894430,0.2490,0.0805,0.1611,0.2416,0.3222,0.4027,0.4833,0.5638,0.7249,0.8860,1.0471,1.2082,1.5304,2.1747,2.4969,3.1413,3.7857,4.4300,5.0744,6.3631,8.9406,12.6457,80.3041,,
0.99260,0.09909,1.00746,-0.3259879580,0.2473,0.0800,0.1600,0.2400,0.3200,0.3999,0.4799,0.5599,0.7199,0.8799,1.0399,1.1998,1.5198,2.1597,2.4797,3.1196,3.7595,4.3994,5.0393,6.3192,8.8788,12.5584,79.7495,,
0.99270,0.09842,1.00735,-0.3260864940,0.2455,0.0794,0.1589,0.2383,0.3177,0.3971,0.4766,0.5560,0.7149,0.8737,1.0326,1.1914,1.5092,2.1446,2.4623,3.0978,3.7332,4.3686,5.0041,6.2750,8.8167,12.4705,79.1916,,
0.99280,0.09774,1.00725,-0.3261850490,0.2438,0.0789,0.1577,0.2366,0.3155,0.3943,0.4732,0.5521,0.7098,0.8675,1.0253,1.1830,1.4985,2.1294,2.4449,3.0758,3.7067,4.3377,4.9686,6.2305,8.7542,12.3821,78.6301,,
0.99290,0.09707,1.00715,-0.3262836240,0.2420,0.0783,0.1566,0.2349,0.3132,0.3915,0.4698,0.5481,0.7047,0.8613,1.0179,1.1745,1.4877,2.1141,2.4273,3.0537,3.6801,4.3065,4.9329,6.1857,8.6913,12.2931,78.0651,,
0.99300,0.09638,1.00705,-0.3263822190,0.2403,0.0777,0.1555,0.2332,0.3109,0.3886,0.4664,0.5441,0.6996,0.8550,1.0105,1.1659,1.4769,2.0987,2.4096,3.0315,3.6533,4.2751,4.8970,6.1406,8.6280,12.2036,77.4965,,
0.99310,0.09570,1.00695,-0.3264808340,0.2385,0.0772,0.1543,0.2315,0.3086,0.3858,0.4629,0.5401,0.6944,0.8487,1.0030,1.1573,1.4660,2.0832,2.3918,3.0091,3.6263,4.2436,4.8608,6.0953,8.5643,12.1134,76.9242,,
0.99320,0.09500,1.00685,-0.3265794690,0.2367,0.0766,0.1532,0.2297,0.3063,0.3829,0.4595,0.5360,0.6892,0.8424,0.9955,1.1487,1.4550,2.0676,2.3739,2.9865,3.5992,4.2118,4.8244,6.0496,8.5001,12.0227,76.3480,,
0.99330,0.09431,1.00675,-0.3266781230,0.2349,0.0760,0.1520,0.2280,0.3040,0.3800,0.4560,0.5320,0.6840,0.8360,0.9879,1.1399,1.4439,2.0519,2.3559,2.9638,3.5718,4.1798,4.7877,6.0037,8.4356,11.9314,75.7680,,
0.99340,0.09360,1.00664,-0.3267767980,0.2331,0.0754,0.1508,0.2262,0.3016,0.3771,0.4525,0.5279,0.6787,0.8295,0.9803,1.1312,1.4328,2.0361,2.3377,2.9410,3.5443,4.1476,4.7508,5.9574,8.3705,11.8394,75.1841,,
0.99350,0.09289,1.00654,-0.3268754920,0.2313,0.0748,0.1496,0.2245,0.2993,0.3741,0.4489,0.5237,0.6734,0.8230,0.9727,1.1223,1.4216,2.0202,2.3194,2.9180,3.5166,4.1151,4.7137,5.9108,8.3051,11.7468,74.5960,,
0.99360,0.09218,1.00644,-0.3269742060,0.2294,0.0742,0.1485,0.2227,0.2969,0.3711,0.4454,0.5196,0.6680,0.8165,0.9649,1.1134,1.4103,2.0041,2.3010,2.8948,3.4886,4.0825,4.6763,5.8639,8.2391,11.6536,74.0039,,
0.99370,0.09146,1.00634,-0.3270729400,0.2276,0.0736,0.1473,0.2209,0.2945,0.3681,0.4418,0.5154,0.6627,0.8099,0.9572,1.1044,1.3989,1.9880,2.2825,2.8715,3.4605,4.0496,4.6386,5.8166,8.1727,11.5596,73.4074,,
0.99380,0.09073,1.00624,-0.3271716940,0.2257,0.0730,0.1461,0.2191,0.2921,0.3651,0.4382,0.5112,0.6572,0.8033,0.9493,1.0954,1.3875,1.9717,2.2638,2.8480,3.4322,4.0164,4.6006,5.7690,8.1058,11.4650,72.8066,,
0.99390,0.09000,1.00614,-0.3272704680,0.2239,0.0724,0.1448,0.2173,0.2897,0.3621,0.4345,0.5069,0.6518,0.7966,0.9414,1.0863,1.3760,1.9553,2.2450,2.8243,3.4037,3.9830,4.5624,5.7211,8.0385,11.3697,72.2013,,
0.99400,0.08926,1.00604,-0.3273692610,0.2220,0.0718,0.1436,0.2154,0.2872,0.3590,0.4308,0.5026,0.6463,0.7899,0.9335,1.0771,1.3643,1.9388,2.2260,2.8005,3.3749,3.9494,4.5238,5.6727,7.9706,11.2737,71.5914,,
0.99410,0.08852,1.00594,-0.3274680750,0.2201,0.0712,0.1424,0.2136,0.2848,0.3560,0.4271,0.4983,0.6407,0.7831,0.9255,1.0679,1.3526,1.9221,2.2069,2.7764,3.3460,3.9155,4.4850,5.6240,7.9021,11.1769,70.9769,,
0.99420,0.08777,1.00583,-0.3275669080,0.2181,0.0706,0.1411,0.2117,0.2823,0.3528,0.4234,0.4940,0.6351,0.7763,0.9174,1.0585,1.3408,1.9054,2.1876,2.7522,3.3168,3.8813,4.4459,5.5750,7.8332,11.0794,70.3574,,
0.99430,0.08701,1.00573,-0.3276657620,0.2162,0.0699,0.1399,0.2098,0.2798,0.3497,0.4197,0.4896,0.6295,0.7694,0.9093,1.0491,1.3289,1.8885,2.1682,2.7278,3.2873,3.8469,4.4064,5.5255,7.7637,10.9810,69.7331,,
0.99440,0.08625,1.00563,-0.3277646350,0.2143,0.0693,0.1386,0.2079,0.2772,0.3466,0.4159,0.4852,0.6238,0.7624,0.9011,1.0397,1.3169,1.8714,2.1487,2.7032,3.2576,3.8121,4.3666,5.4756,7.6936,10.8819,69.1036,,
0.99450,0.08548,1.00553,-0.3278635280,0.2123,0.0687,0.1373,0.2060,0.2747,0.3434,0.4120,0.4807,0.6181,0.7554,0.8928,1.0301,1.3048,1.8542,2.1289,2.6783,3.2277,3.7771,4.3265,5.4253,7.6229,10.7820,68.4689,,
0.99460,0.08470,1.00543,-0.3279624410,0.2103,0.0680,0.1361,0.2041,0.2721,0.3402,0.4082,0.4762,0.6123,0.7484,0.8844,1.0205,1.2926,1.8369,2.1090,2.6533,3.1975,3.7418,4.2861,5.3746,7.5517,10.6812,67.8288,,
0.99470,0.08391,1.00533,-0.3280613740,0.2083,0.0674,0.1348,0.2022,0.2695,0.3369,0.4043,0.4717,0.6065,0.7412,0.8760,1.0108,1.2803,1.8194,2.0889,2.6280,3.1671,3.7062,4.2453,5.3234,7.4798,10.5795,67.1832,,
0.99480,0.08312,1.00523,-0.3281603260,0.2063,0.0667,0.1335,0.2002,0.2669,0.3337,0.4004,0.4671,0.6006,0.7341,0.8675,1.0010,1.2679,1.8018,2.0687,2.6026,3.1364,3.6703,4.2041,5.2718,7.4073,10.4769,66.5319,,
0.99490,0.08232,1.00513,-0.3282592990,0.2042,0.0661,0.1321,0.1982,0.2643,0.3304,0.3964,0.4625,0.5947,0.7268,0.8589,0.9911,1.2554,1.7840,2.0483,2.5768,3.1054,3.6340,4.1626,5.2198,7.3341,10.3734,65.8747,,
0.99500,0.08151,1.00503,-0.3283582920,0.2022,0.0654,0.1308,0.1962,0.2616,0.3270,0.3924,0.4579,0.5887,0.7195,0.8503,0.9811,1.2427,1.7660,2.0276,2.5509,3.0742,3.5974,4.1207,5.1672,7.2603,10.2690,65.2115,,
0.99510,0.08070,1.00492,-0.3284573040,0.2001,0.0647,0.1295,0.1942,0.2589,0.3237,0.3884,0.4532,0.5826,0.7121,0.8416,0.9710,1.2300,1.7479,2.0068,2.5247,3.0426,3.5605,4.0784,5.1142,7.1857,10.1636,64.5420,,
0.99520,0.07987,1.00482,-0.3285563360,0.1980,0.0641,0.1281,0.1922,0.2562,0.3203,0.3843,0.4484,0.5765,0.7046,0.8328,0.9609,1.2171,1.7296,1.9858,2.4983,3.0107,3.5232,4.0357,5.0606,7.1105,10.0571,63.8661,,
0.99530,0.07904,1.00472,-0.3286553890,0.1959,0.0634,0.1267,0.1901,0.2535,0.3169,0.3802,0.4436,0.5704,0.6971,0.8239,0.9506,1.2041,1.7111,1.9646,2.4716,2.9786,3.4856,3.9925,5.0065,7.0345,9.9497,63.1836,,
0.99540,0.07820,1.00462,-0.3287544610,0.1938,0.0627,0.1254,0.1880,0.2507,0.3134,0.3761,0.4388,0.5641,0.6895,0.8149,0.9402,1.1910,1.6924,1.9431,2.4446,2.9461,3.4475,3.9490,4.9519,6.9577,9.8411,62.4942,,
0.99550,0.07734,1.00452,-0.3288535530,0.1916,0.0620,0.1240,0.1860,0.2479,0.3099,0.3719,0.4339,0.5579,0.6818,0.8058,0.9298,1.1777,1.6736,1.9215,2.4174,2.9132,3.4091,3.9050,4.8967,6.8802,9.7314,61.7977,,
0.99560,0.07648,1.00442,-0.3289526650,0.1894,0.0613,0.1226,0.1838,0.2451,0.3064,0.3677,0.4289,0.5515,0.6741,0.7966,0.9192,1.1643,1.6545,1.8996,2.3898,2.8801,3.3703,3.8605,4.8409,6.8018,9.6206,61.0939,,
0.99570,0.07561,1.00432,-0.3290517970,0.1872,0.0606,0.1211,0.1817,0.2423,0.3028,0.3634,0.4239,0.5451,0.6662,0.7873,0.9085,1.1507,1.6352,1.8775,2.3620,2.8465,3.3310,3.8155,4.7846,6.7226,9.5086,60.3825,,
0.99580,0.07473,1.00422,-0.3291509490,0.1850,0.0598,0.1197,0.1795,0.2394,0.2992,0.3591,0.4189,0.5386,0.6583,0.7780,0.8976,1.1370,1.6158,1.8551,2.3339,2.8126,3.2914,3.7701,4.7276,6.6426,9.3953,59.6633,,
0.99590,0.07384,1.00412,-0.3292501200,0.1827,0.0591,0.1182,0.1773,0.2365,0.2956,0.3547,0.4138,0.5320,0.6502,0.7685,0.8867,1.1232,1.5961,1.8325,2.3054,2.7783,3.2512,3.7241,4.6699,6.5616,9.2808,58.9359,,
0.99600,0.07293,1.00402,-0.3293493120,0.1804,0.0584,0.1168,0.1751,0.2335,0.2919,0.3503,0.4086,0.5254,0.6421,0.7589,0.8756,1.1091,1.5761,1.8096,2.2766,2.7436,3.2106,3.6776,4.6116,6.4796,9.1649,58.2001,,
0.99610,0.07202,1.00392,-0.3294485240,0.1781,0.0576,0.1153,0.1729,0.2305,0.2881,0.3458,0.4034,0.5187,0.6339,0.7492,0.8644,1.0949,1.5560,1.7865,2.2475,2.7085,3.1696,3.6306,4.5526,6.3967,9.0476,57.4554,,
0.99620,0.07109,1.00381,-0.3295477550,0.1758,0.0569,0.1137,0.1706,0.2275,0.2844,0.3412,0.3981,0.5119,0.6256,0.7393,0.8531,1.0806,1.5356,1.7630,2.2180,2.6730,3.1280,3.5830,4.4929,6.3128,8.9290,56.7017,,
0.99630,0.07015,1.00371,-0.3296470060,0.1734,0.0561,0.1122,0.1683,0.2244,0.2805,0.3366,0.3927,0.5050,0.6172,0.7294,0.8416,1.0660,1.5149,1.7393,2.1882,2.6370,3.0859,3.5347,4.4324,6.2279,8.8088,55.9385,,
0.99640,0.06920,1.00361,-0.3297462780,0.1710,0.0553,0.1107,0.1660,0.2213,0.2767,0.3320,0.3873,0.4980,0.6086,0.7193,0.8300,1.0513,1.4939,1.7153,2.1579,2.6006,3.0432,3.4859,4.3712,6.1418,8.6870,55.1654,,
0.99650,0.06823,1.00351,-0.3298455690,0.1686,0.0545,0.1091,0.1636,0.2182,0.2727,0.3273,0.3818,0.4909,0.6000,0.7091,0.8182,1.0364,1.4727,1.6909,2.1273,2.5636,3.0000,3.4364,4.3091,6.0546,8.5637,54.3820,,
0.99660,0.06725,1.00341,-0.3299448800,0.1661,0.0537,0.1075,0.1612,0.2150,0.2687,0.3225,0.3762,0.4837,0.5912,0.6987,0.8062,1.0212,1.4512,1.6662,2.0962,2.5262,2.9562,3.3862,4.2462,5.9661,8.4386,53.5878,,
0.99670,0.06626,1.00331,-0.3300442110,0.1636,0.0529,0.1059,0.1588,0.2118,0.2647,0.3176,0.3706,0.4765,0.5824,0.6882,0.7941,1.0059,1.4294,1.6412,2.0647,2.4882,2.9118,3.3353,4.1824,5.8765,8.3118,52.7824,,
0.99680,0.06525,1.00321,-0.3301435620,0.1611,0.0521,0.1042,0.1564,0.2085,0.2606,0.3127,0.3649,0.4691,0.5733,0.6776,0.7818,0.9903,1.4073,1.6158,2.0327,2.4497,2.8667,3.2837,4.1176,5.7855,8.1831,51.9652,,
0.99690,0.06422,1.00311,-0.3302429330,0.1585,0.0513,0.1026,0.1539,0.2052,0.2564,0.3077,0.3590,0.4616,0.5642,0.6668,0.7693,0.9745,1.3848,1.5900,2.0003,2.4106,2.8209,3.2312,4.0519,5.6931,8.0525,51.1357,,
0.99700,0.06318,1.00301,-0.3303423240,0.1559,0.0504,0.1009,0.1513,0.2018,0.2522,0.3027,0.3531,0.4540,0.5549,0.6558,0.7567,0.9584,1.3620,1.5638,1.9673,2.3709,2.7745,3.1780,3.9851,5.5993,7.9198,50.2932,,
0.99710,0.06212,1.00291,-0.3304417350,0.1533,0.0496,0.0992,0.1488,0.1983,0.2479,0.2975,0.3471,0.4463,0.5454,0.6446,0.7438,0.9421,1.3388,1.5372,1.9339,2.3305,2.7272,3.1239,3.9173,5.5040,7.7850,49.4372,,
0.99720,0.06104,1.00281,-0.3305411660,0.1506,0.0487,0.0974,0.1461,0.1949,0.2436,0.2923,0.3410,0.4384,0.5358,0.6333,0.7307,0.9255,1.3152,1.5101,1.8998,2.2895,2.6792,3.0689,3.8483,5.4071,7.6479,48.5668,,
0.99730,0.05995,1.00271,-0.3306406170,0.1478,0.0478,0.0956,0.1435,0.1913,0.2391,0.2869,0.3348,0.4304,0.5261,0.6217,0.7174,0.9087,1.2913,1.4826,1.8652,2.2478,2.6304,3.0130,3.7782,5.3085,7.5085,47.6812,,
0.99740,0.05883,1.00261,-0.3307400870,0.1450,0.0469,0.0938,0.1408,0.1877,0.2346,0.2815,0.3284,0.4223,0.5161,0.6100,0.7038,0.8915,1.2669,1.4545,1.8299,2.2053,2.5806,2.9560,3.7067,5.2082,7.3665,46.7798,,
0.99750,0.05769,1.00251,-0.3308395780,0.1422,0.0460,0.0920,0.1380,0.1840,0.2300,0.2760,0.3220,0.4140,0.5060,0.5980,0.6900,0.8740,1.2420,1.4260,1.7940,2.1620,2.5300,2.8980,3.6339,5.1059,7.2219,45.8614,,
0.99760,0.05652,1.00241,-0.3309390890,0.1393,0.0451,0.0901,0.1352,0.1802,0.2253,0.2704,0.3154,0.4055,0.4957,0.5858,0.6759,0.8561,1.2166,1.3969,1.7573,2.1178,2.4783,2.8388,3.5598,5.0017,7.0745,44.9250,,
0.99770,0.05534,1.00231,-0.3310386190,0.1363,0.0441,0.0882,0.1323,0.1764,0.2205,0.2646,0.3087,0.3969,0.4851,0.5733,0.6615,0.8379,1.1908,1.3672,1.7200,2.0728,2.4256,2.7784,3.4840,4.8953,6.9240,43.9696,,
0.99780,0.05412,1.00220,-0.3311381700,0.1333,0.0431,0.0862,0.1294,0.1725,0.2156,0.2587,0.3019,0.3881,0.4744,0.5606,0.6468,0.8193,1.1643,1.3368,1.6818,2.0268,2.3718,2.7168,3.4067,4.7867,6.7703,42.9937,,
0.99790,0.05288,1.00210,-0.3312377400,0.1302,0.0421,0.0842,0.1264,0.1685,0.2106,0.2527,0.2949,0.3791,0.4633,0.5476,0.6318,0.8003,1.1373,1.3058,1.6428,1.9798,2.3167,2.6537,3.3277,4.6756,6.6132,41.9961,,
0.99800,0.05161,1.00200,-0.3313373310,0.1270,0.0411,0.0822,0.1233,0.1644,0.2055,0.2466,0.2877,0.3699,0.4521,0.5343,0.6165,0.7809,1.1097,1.2741,1.6028,1.9316,2.2604,2.5892,3.2468,4.5619,6.4525,40.9751,,
0.99810,0.05030,1.00190,-0.3314369410,0.1238,0.0400,0.0801,0.1201,0.1602,0.2002,0.2403,0.2803,0.3604,0.4405,0.5206,0.6007,0.7609,1.0813,1.2415,1.5619,1.8823,2.2027,2.5231,3.1639,4.4454,6.2877,39.9289,,
0.99820,0.04896,1.00180,-0.3315365710,0.1205,0.0390,0.0779,0.1169,0.1559,0.1949,0.2338,0.2728,0.3508,0.4287,0.5066,0.5846,0.7405,1.0523,1.2081,1.5199,1.8317,2.1435,2.4553,3.0788,4.3259,6.1187,38.8555,,
0.99830,0.04758,1.00170,-0.3316362220,0.1170,0.0379,0.0757,0.1136,0.1515,0.1893,0.2272,0.2651,0.3408,0.4165,0.4923,0.5680,0.7195,1.0224,1.1739,1.4768,1.7797,2.0826,2.3856,2.9914,4.2031,5.9450,37.7526,,
0.99840,0.04616,1.00160,-0.3317358920,0.1135,0.0367,0.0735,0.1102,0.1469,0.1836,0.2204,0.2571,0.3305,0.4040,0.4775,0.5509,0.6978,0.9916,1.1386,1.4324,1.7262,2.0200,2.3138,2.9015,4.0768,5.7662,36.6175,,
0.99850,0.04470,1.00150,-0.3318355820,0.1099,0.0356,0.0711,0.1067,0.1422,0.1778,0.2133,0.2489,0.3200,0.3911,0.4622,0.5333,0.6755,0.9599,1.1022,1.3866,1.6710,1.9555,2.2399,2.8087,3.9465,5.5819,35.4470,,
0.99860,0.04318,1.00140,-0.3319352920,0.1062,0.0343,0.0687,0.1030,0.1374,0.1717,0.2060,0.2404,0.3091,0.3777,0.4464,0.5151,0.6525,0.9272,1.0646,1.3393,1.6140,1.8887,2.1635,2.7129,3.8118,5.3915,34.2376,,
0.99870,0.04162,1.00130,-0.3320350230,0.1023,0.0331,0.0662,0.0993,0.1323,0.1654,0.1985,0.2316,0.2978,0.3639,0.4301,0.4963,0.6286,0.8933,1.0256,1.2903,1.5550,1.8196,2.0843,2.6137,3.6724,5.1942,32.9851,,
0.99880,0.03998,1.00120,-0.3321347730,0.0982,0.0318,0.0636,0.0953,0.1271,0.1589,0.1907,0.2225,0.2860,0.3496,0.4131,0.4767,0.6038,0.8580,0.9852,1.2394,1.4936,1.7479,2.0021,2.5106,3.5275,4.9894,31.6841,,
0.99890,0.03828,1.00110,-0.3322345430,0.0940,0.0304,0.0608,0.0913,0.1217,0.1521,0.1825,0.2129,0.2738,0.3346,0.3955,0.4563,0.5780,0.8213,0.9430,1.1864,1.4297,1.6731,1.9165,2.4032,3.3766,4.7759,30.3287,,
0.99900,0.03650,1.00100,-0.3323343330,0.0896,0.0290,0.0580,0.0870,0.1160,0.1450,0.1740,0.2030,0.2610,0.3190,0.3770,0.4350,0.5510,0.7829,0.8989,1.1309,1.3629,1.5949,1.8269,2.2908,3.2188,4.5527,28.9110,,
0.99901,0.03632,1.00099,-0.3323443130,0.0892,0.0289,0.0577,0.0866,0.1154,0.1443,0.1731,0.2020,0.2597,0.3174,0.3751,0.4328,0.5482,0.7790,0.8944,1.1252,1.3560,1.5869,1.8177,2.2793,3.2026,4.5298,28.7654,,
0.99902,0.03614,1.00098,-0.3323542930,0.0887,0.0287,0.0574,0.0861,0.1148,0.1435,0.1722,0.2009,0.2583,0.3158,0.3732,0.4306,0.5454,0.7750,0.8899,1.1195,1.3491,1.5788,1.8084,2.2677,3.1863,4.5067,28.6192,,
0.99903,0.03595,1.00097,-0.3323642740,0.0883,0.0286,0.0571,0.0857,0.1142,0.1428,0.1713,0.1999,0.2570,0.3141,0.3713,0.4284,0.5426,0.7711,0.8853,1.1138,1.3422,1.5707,1.7991,2.2561,3.1699,4.4836,28.4722,,
0.99904,0.03577,1.00096,-0.3323742550,0.0878,0.0284,0.0568,0.0852,0.1136,0.1420,0.1705,0.1989,0.2557,0.3125,0.3693,0.4261,0.5398,0.7671,0.8807,1.1080,1.3353,1.5625,1.7898,2.2444,3.1535,4.4603,28.3244,,
0.99905,0.03558,1.00095,-0.3323842360,0.0874,0.0283,0.0565,0.0848,0.1130,0.1413,0.1696,0.1978,0.2543,0.3109,0.3674,0.4239,0.5370,0.7630,0.8761,1.1022,1.3283,1.5543,1.7804,2.2326,3.1369,4.4369,28.1759,,
0.99906,0.03539,1.00094,-0.3323942170,0.0869,0.0281,0.0562,0.0843,0.1124,0.1406,0.1687,0.1968,0.2530,0.3092,0.3654,0.4217,0.5341,0.7590,0.8714,1.0963,1.3212,1.5461,1.7710,2.2208,3.1203,4.4134,28.0266,,
0.99907,0.03520,1.00093,-0.3324041980,0.0864,0.0280,0.0559,0.0839,0.1118,0.1398,0.1678,0.1957,0.2516,0.3076,0.3635,0.4194,0.5312,0.7549,0.8668,1.0905,1.3141,1.5378,1.7615,2.2089,3.1036,4.3898,27.8765,,
0.99908,0.03501,1.00092,-0.3324141790,0.0860,0.0278,0.0556,0.0834,0.1112,0.1390,0.1669,0.1947,0.2503,0.3059,0.3615,0.4171,0.5284,0.7508,0.8621,1.0846,1.3070,1.5295,1.7520,2.1969,3.0868,4.3660,27.7256,,
0.99909,0.03482,1.00091,-0.3324241610,0.0855,0.0277,0.0553,0.0830,0.1106,0.1383,0.1659,0.1936,0.2489,0.3042,0.3595,0.4149,0.5255,0.7467,0.8574,1.0786,1.2999,1.5211,1.7424,2.1849,3.0699,4.3421,27.5739,,
0.99910,0.03463,1.00090,-0.3324341430,0.0850,0.0275,0.0550,0.0825,0.1100,0.1375,0.1650,0.1925,0.2475,0.3025,0.3576,0.4126,0.5226,0.7426,0.8526,1.0727,1.2927,1.5127,1.7327,2.1728,3.0529,4.3181,27.4214,,
0.99911,0.03444,1.00089,-0.3324441250,0.0845,0.0274,0.0547,0.0821,0.1094,0.1368,0.1641,0.1915,0.2462,0.3009,0.3556,0.4103,0.5197,0.7385,0.8479,1.0667,1.2855,1.5043,1.7231,2.1607,3.0359,4.2940,27.2681,,
0.99912,0.03424,1.00088,-0.3324541080,0.0841,0.0272,0.0544,0.0816,0.1088,0.1360,0.1632,0.1904,0.2448,0.2991,0.3535,0.4079,0.5167,0.7343,0.8431,1.0606,1.2782,1.4957,1.7133,2.1484,3.0187,4.2697,27.1138,,
0.99913,0.03405,1.00087,-0.3324640900,0.0836,0.0270,0.0541,0.0811,0.1082,0.1352,0.1622,0.1893,0.2434,0.2974,0.3515,0.4056,0.5138,0.7301,0.8382,1.0546,1.2709,1.4872,1.7035,2.1362,3.0014,4.2453,26.9588,,
0.99914,0.03385,1.00086,-0.3324740730,0.0831,0.0269,0.0538,0.0807,0.1075,0.1344,0.1613,0.1882,0.2420,0.2957,0.3495,0.4033,0.5108,0.7259,0.8334,1.0485,1.2635,1.4786,1.6937,2.1238,2.9841,4.2207,26.8028,,
0.99915,0.03366,1.00085,-0.3324840560,0.0826,0.0267,0.0535,0.0802,0.1069,0.1336,0.1604,0.1871,0.2405,0.2940,0.3474,0.4009,0.5078,0.7216,0.8285,1.0423,1.2561,1.4699,1.6837,2.1114,2.9666,4.1960,26.6459,,
0.99916,0.03346,1.00084,-0.3324940390,0.0821,0.0266,0.0531,0.0797,0.1063,0.1328,0.1594,0.1860,0.2391,0.2922,0.3454,0.3985,0.5048,0.7173,0.8236,1.0361,1.2487,1.4612,1.6738,2.0989,2.9490,4.1712,26.4882,,
0.99917,0.03326,1.00083,-0.3325040220,0.0816,0.0264,0.0528,0.0792,0.1056,0.1320,0.1585,0.1849,0.2377,0.2905,0.3433,0.3961,0.5018,0.7130,0.8187,1.0299,1.2412,1.4525,1.6637,2.0863,2.9314,4.1462,26.3295,,
0.99918,0.03306,1.00082,-0.3325140060,0.0811,0.0262,0.0525,0.0787,0.1050,0.1312,0.1575,0.1837,0.2362,0.2887,0.3412,0.3937,0.4987,0.7087,0.8137,1.0237,1.2337,1.4437,1.6537,2.0736,2.9136,4.1210,26.1698,,
0.99919,0.03285,1.00081,-0.3325239890,0.0806,0.0261,0.0522,0.0783,0.1043,0.1304,0.1565,0.1826,0.2348,0.2870,0.3391,0.3913,0.4957,0.7044,0.8087,1.0174,1.2261,1.4348,1.6435,2.0609,2.8957,4.0957,26.0092,,
0.99920,0.03265,1.00080,-0.3325339730,0.0801,0.0259,0.0519,0.0778,0.1037,0.1296,0.1556,0.1815,0.2333,0.2852,0.3370,0.3889,0.4926,0.7000,0.8037,1.0111,1.2185,1.4259,1.6333,2.0481,2.8777,4.0703,25.8476,,
